OBJECTID,AGS,Gemeinde,Berichtszeitpunkt,Gemeindeschlüssel,Stadttyp,Pkw Elektro Anteil
98852,5334002,Aachen,2025.04,5334002,Großstadt,7.5
98893,5774032,Paderborn,2025.04,5774032,Großstadt,7.1
98896,5911000,Bochum,2025.04,5911000,Großstadt,5.5
98897,5913000,Dortmund,2025.04,5913000,Großstadt,5.9
98898,5914000,Hagen,2025.04,5914000,Großstadt,4.3
98899,5915000,Hamm,2025.04,5915000,Großstadt,4.5
98900,5916000,Herne,2025.04,5916000,Großstadt,3.6
98953,5970040,Siegen,2025.04,5970040,Großstadt,5.9
98979,6411000,Darmstadt,2025.04,6411000,Großstadt,7.7
98980,6412000,Frankfurt am Main,2025.04,6412000,Großstadt,9.9
98981,6413000,Offenbach am Main,2025.04,6413000,Großstadt,6.3
98982,6414000,Wiesbaden,2025.04,6414000,Landeshauptstadt,12.1
99068,6435014,Hanau,2025.04,6435014,Großstadt,5.2
99121,5378004,Bergisch Gladbach,2025.04,5378004,Großstadt,5.9
99148,5512000,Bottrop,2025.04,5512000,Großstadt,4.5
99149,5513000,Gelsenkirchen,2025.04,5513000,Großstadt,4.0
99150,5515000,Münster,2025.04,5515000,Großstadt,7.5
99187,5562032,Recklinghausen,2025.04,5562032,Großstadt,3.9
99226,5711000,Bielefeld,2025.04,5711000,Großstadt,7.0
99228,5754008,Gütersloh,2025.04,5754008,Großstadt,6.4
99464,6611000,Kassel,2025.04,6611000,Großstadt,6.5
100400,7111000,Koblenz,2025.04,7111000,Großstadt,7.5
101066,7312000,Kaiserslautern,2025.04,7312000,Großstadt,5.8
101068,7314000,Ludwigshafen am Rhein,2025.04,7314000,Großstadt,5.6
101069,7315000,Mainz,2025.04,7315000,Landeshauptstadt,6.3
101111,7211000,Trier,2025.04,7211000,Großstadt,5.7
101879,8121000,Heilbronn,2025.04,8121000,Großstadt,5.4
102044,8212000,Karlsruhe,2025.04,8212000,Großstadt,7.5
102100,8111000,Stuttgart,2025.04,8111000,Landeshauptstadt,12.0
102300,8221000,Heidelberg,2025.04,8221000,Großstadt,6.9
102301,8222000,Mannheim,2025.04,8222000,Großstadt,6.6
102383,8231000,Pforzheim,2025.04,8231000,Großstadt,5.9
102453,8311000,Freiburg im Breisgau,2025.04,8311000,Großstadt,6.6
102760,8415061,Reutlingen,2025.04,8415061,Großstadt,6.2
102813,8421000,Ulm,2025.04,8421000,Großstadt,7.0
103001,9161000,Ingolstadt,2025.04,9161000,Großstadt,11.3
103002,9162000,München,2025.04,9162000,Landeshauptstadt,9.6
103760,9362000,Regensburg,2025.04,9362000,Großstadt,7.6
104211,9663000,Würzburg,2025.04,9663000,Großstadt,6.5
104400,9562000,Erlangen,2025.04,9562000,Großstadt,6.4
104401,9563000,Fürth,2025.04,9563000,Großstadt,5.2
104402,9564000,Nürnberg,2025.04,9564000,Großstadt,6.0
104517,9761000,Augsburg,2025.04,9761000,Großstadt,5.4
105257,10041100,Saarbrücken,2025.04,10041100,Landeshauptstadt,5.5
105323,13003000,Rostock,2025.04,13003000,Großstadt,3.7
105324,13004000,Schwerin,2025.04,13004000,Landeshauptstadt,3.8
105509,11000000,Berlin,2025.04,11000000,Landeshauptstadt,5.9
105513,12054000,Potsdam,2025.04,12054000,Landeshauptstadt,5.2
106247,14511000,Chemnitz,2025.04,14511000,Großstadt,3.9
106404,14713000,Leipzig,2025.04,14713000,Großstadt,4.7
106466,15002000,Halle (Saale),2025.04,15002000,Großstadt,3.2
106467,15003000,Magdeburg,2025.04,15003000,Landeshauptstadt,4.1
106629,14612000,Dresden,2025.04,14612000,Landeshauptstadt,4.3
107279,16051000,Erfurt,2025.04,16051000,Landeshauptstadt,4.6
107281,16053000,Jena,2025.04,16053000,Großstadt,4.6
107485,1002000,Kiel,2025.07,1002000,Landeshauptstadt,5.6
107486,1003000,Lübeck,2025.07,1003000,Großstadt,5.4
108188,2000000,Hamburg,2025.07,2000000,Landeshauptstadt,8.0
108189,3101000,Braunschweig,2025.07,3101000,Großstadt,8.1
108190,3102000,Salzgitter,2025.07,3102000,Großstadt,3.9
108191,3103000,Wolfsburg,2025.07,3103000,Großstadt,18.6
108728,3159016,Göttingen,2025.07,3159016,Großstadt,6.4
108752,3241001,Hannover,2025.07,3241001,Landeshauptstadt,7.1
108835,3254021,Hildesheim,2025.07,3254021,Großstadt,5.5
109285,3403000,Oldenburg (Oldb),2025.07,3403000,Großstadt,8.3
109286,3404000,Osnabrück,2025.07,3404000,Großstadt,7.3
109470,5378004,Bergisch Gladbach,2025.07,5378004,Großstadt,6.1
109497,5512000,Bottrop,2025.07,5512000,Großstadt,4.7
109498,5513000,Gelsenkirchen,2025.07,5513000,Großstadt,4.2
109499,5515000,Münster,2025.07,5515000,Großstadt,7.8
109536,5562032,Recklinghausen,2025.07,5562032,Großstadt,4.2
109575,5711000,Bielefeld,2025.07,5711000,Großstadt,7.3
109577,5754008,Gütersloh,2025.07,5754008,Großstadt,6.7
109642,5774032,Paderborn,2025.07,5774032,Großstadt,7.3
109645,5911000,Bochum,2025.07,5911000,Großstadt,5.6
109646,5913000,Dortmund,2025.07,5913000,Großstadt,6.2
109647,5914000,Hagen,2025.07,5914000,Großstadt,4.5
109648,5915000,Hamm,2025.07,5915000,Großstadt,4.7
109649,5916000,Herne,2025.07,5916000,Großstadt,3.7
109730,4011000,Bremen,2025.07,4011000,Landeshauptstadt,5.5
109731,4012000,Bremerhaven,2025.07,4012000,Großstadt,4.6
109732,5111000,Düsseldorf,2025.07,5111000,Landeshauptstadt,10.5
109733,5112000,Duisburg,2025.07,5112000,Großstadt,4.1
109734,5113000,Essen,2025.07,5113000,Großstadt,6.6
109735,5114000,Krefeld,2025.07,5114000,Großstadt,5.3
109736,5116000,Mönchengladbach,2025.07,5116000,Großstadt,5.3
109737,5117000,Mülheim an der Ruhr,2025.07,5117000,Großstadt,5.8
109738,5119000,Oberhausen,2025.07,5119000,Großstadt,4.5
109739,5120000,Remscheid,2025.07,5120000,Großstadt,5.6
109740,5122000,Solingen,2025.07,5122000,Großstadt,6.0
109741,5124000,Wuppertal,2025.07,5124000,Großstadt,5.5
109774,5162024,Neuss,2025.07,5162024,Großstadt,6.7
109790,5170024,Moers,2025.07,5170024,Großstadt,5.1
109798,5314000,Bonn,2025.07,5314000,Großstadt,9.0
109799,5315000,Köln,2025.07,5315000,Großstadt,8.3
109800,5316000,Leverkusen,2025.07,5316000,Großstadt,6.6
109801,5334002,Aachen,2025.07,5334002,Großstadt,7.8
109902,5970040,Siegen,2025.07,5970040,Großstadt,6.0
109928,6411000,Darmstadt,2025.07,6411000,Großstadt,8.0
109929,6412000,Frankfurt am Main,2025.07,6412000,Großstadt,10.3
109930,6413000,Offenbach am Main,2025.07,6413000,Großstadt,6.4
109931,6414000,Wiesbaden,2025.07,6414000,Landeshauptstadt,12.0
110017,6435014,Hanau,2025.07,6435014,Großstadt,5.5
110213,6611000,Kassel,2025.07,6611000,Großstadt,6.7
110349,7111000,Koblenz,2025.07,7111000,Großstadt,7.8
111460,7211000,Trier,2025.07,7211000,Großstadt,6.0
111815,7312000,Kaiserslautern,2025.07,7312000,Großstadt,6.1
111817,7314000,Ludwigshafen am Rhein,2025.07,7314000,Großstadt,5.8
111818,7315000,Mainz,2025.07,7315000,Landeshauptstadt,6.7
112449,8111000,Stuttgart,2025.07,8111000,Landeshauptstadt,12.4
112828,8121000,Heilbronn,2025.07,8121000,Großstadt,5.6
112993,8212000,Karlsruhe,2025.07,8212000,Großstadt,7.9
113049,8221000,Heidelberg,2025.07,8221000,Großstadt,7.3
113250,8222000,Mannheim,2025.07,8222000,Großstadt,6.9
113332,8231000,Pforzheim,2025.07,8231000,Großstadt,6.1
113402,8311000,Freiburg im Breisgau,2025.07,8311000,Großstadt,6.9
113550,9161000,Ingolstadt,2025.07,9161000,Großstadt,14.3
113551,9162000,München,2025.07,9162000,Landeshauptstadt,9.9
113909,8415061,Reutlingen,2025.07,8415061,Großstadt,6.5
113962,8421000,Ulm,2025.07,8421000,Großstadt,7.3
114509,9362000,Regensburg,2025.07,9362000,Großstadt,7.9
114749,9562000,Erlangen,2025.07,9562000,Großstadt,6.7
114750,9563000,Fürth,2025.07,9563000,Großstadt,5.5
114751,9564000,Nürnberg,2025.07,9564000,Großstadt,6.3
114960,9663000,Würzburg,2025.07,9663000,Großstadt,6.9
115406,10041100,Saarbrücken,2025.07,10041100,Landeshauptstadt,5.7
115466,9761000,Augsburg,2025.07,9761000,Großstadt,5.6
115658,11000000,Berlin,2025.07,11000000,Landeshauptstadt,6.2
115660,12052000,Cottbus,2025.07,12052000,Großstadt,3.5
115662,12054000,Potsdam,2025.07,12054000,Landeshauptstadt,5.4
116272,13003000,Rostock,2025.07,13003000,Großstadt,3.9
116273,13004000,Schwerin,2025.07,13004000,Landeshauptstadt,4.1
116996,14511000,Chemnitz,2025.07,14511000,Großstadt,4.1
117232,16051000,Erfurt,2025.07,16051000,Landeshauptstadt,4.8
117234,16053000,Jena,2025.07,16053000,Großstadt,4.9
117353,14713000,Leipzig,2025.07,14713000,Großstadt,4.9
117415,15002000,Halle (Saale),2025.07,15002000,Großstadt,3.4
117416,15003000,Magdeburg,2025.07,15003000,Landeshauptstadt,4.3
117778,14612000,Dresden,2025.07,14612000,Landeshauptstadt,4.4
118048,1002000,Kiel,2025.1,1002000,Landeshauptstadt,5.8
118049,1003000,Lübeck,2025.1,1003000,Großstadt,5.7
119337,2000000,Hamburg,2025.1,2000000,Landeshauptstadt,8.3
119338,3101000,Braunschweig,2025.1,3101000,Großstadt,8.4
119339,3102000,Salzgitter,2025.1,3102000,Großstadt,4.1
119340,3103000,Wolfsburg,2025.1,3103000,Großstadt,20.1
119677,3159016,Göttingen,2025.1,3159016,Großstadt,6.7
119701,3241001,Hannover,2025.1,3241001,Landeshauptstadt,7.3
120046,5512000,Bottrop,2025.1,5512000,Großstadt,4.9
120047,5513000,Gelsenkirchen,2025.1,5513000,Großstadt,4.4
120048,5515000,Münster,2025.1,5515000,Großstadt,8.1
120085,5562032,Recklinghausen,2025.1,5562032,Großstadt,4.3
120124,5711000,Bielefeld,2025.1,5711000,Großstadt,7.6
120126,5754008,Gütersloh,2025.1,5754008,Großstadt,6.9
120191,5774032,Paderborn,2025.1,5774032,Großstadt,7.6
120194,5911000,Bochum,2025.1,5911000,Großstadt,6.0
120195,5913000,Dortmund,2025.1,5913000,Großstadt,6.5
120196,5914000,Hagen,2025.1,5914000,Großstadt,4.7
120197,5915000,Hamm,2025.1,5915000,Großstadt,4.9
120198,5916000,Herne,2025.1,5916000,Großstadt,3.9
120279,4011000,Bremen,2025.1,4011000,Landeshauptstadt,5.8
120280,4012000,Bremerhaven,2025.1,4012000,Großstadt,4.9
120281,5111000,Düsseldorf,2025.1,5111000,Landeshauptstadt,11.0
120282,5112000,Duisburg,2025.1,5112000,Großstadt,4.3
120283,5113000,Essen,2025.1,5113000,Großstadt,6.8
120284,5114000,Krefeld,2025.1,5114000,Großstadt,5.5
120285,5116000,Mönchengladbach,2025.1,5116000,Großstadt,5.5
120286,5117000,Mülheim an der Ruhr,2025.1,5117000,Großstadt,6.1
120287,5119000,Oberhausen,2025.1,5119000,Großstadt,4.7
120288,5120000,Remscheid,2025.1,5120000,Großstadt,5.7
120289,5122000,Solingen,2025.1,5122000,Großstadt,6.3
120290,5124000,Wuppertal,2025.1,5124000,Großstadt,5.8
120323,5162024,Neuss,2025.1,5162024,Großstadt,7.0
120339,5170024,Moers,2025.1,5170024,Großstadt,5.3
120347,5314000,Bonn,2025.1,5314000,Großstadt,9.7
120348,5315000,Köln,2025.1,5315000,Großstadt,8.6
120349,5316000,Leverkusen,2025.1,5316000,Großstadt,6.9
120350,5334002,Aachen,2025.1,5334002,Großstadt,8.1
120419,5378004,Bergisch Gladbach,2025.1,5378004,Großstadt,6.4
120451,5970040,Siegen,2025.1,5970040,Großstadt,6.3
120477,6411000,Darmstadt,2025.1,6411000,Großstadt,8.4
120478,6412000,Frankfurt am Main,2025.1,6412000,Großstadt,10.6
120479,6413000,Offenbach am Main,2025.1,6413000,Großstadt,6.6
120480,6414000,Wiesbaden,2025.1,6414000,Landeshauptstadt,12.6
120634,3403000,Oldenburg (Oldb),2025.1,3403000,Großstadt,8.7
120635,3404000,Osnabrück,2025.1,3404000,Großstadt,7.7
120962,6611000,Kassel,2025.1,6611000,Großstadt,7.0
121098,7111000,Koblenz,2025.1,7111000,Großstadt,8.1
122009,7211000,Trier,2025.1,7211000,Großstadt,6.2
122998,8111000,Stuttgart,2025.1,8111000,Landeshauptstadt,12.7
123177,8121000,Heilbronn,2025.1,8121000,Großstadt,5.8
123342,8212000,Karlsruhe,2025.1,8212000,Großstadt,8.4
123398,8221000,Heidelberg,2025.1,8221000,Großstadt,7.5
123399,8222000,Mannheim,2025.1,8222000,Großstadt,7.2
123481,8231000,Pforzheim,2025.1,8231000,Großstadt,6.3
123551,8311000,Freiburg im Breisgau,2025.1,8311000,Großstadt,7.1
123858,8415061,Reutlingen,2025.1,8415061,Großstadt,6.7
123911,8421000,Ulm,2025.1,8421000,Großstadt,7.7
124299,9161000,Ingolstadt,2025.1,9161000,Großstadt,15.8
124300,9162000,München,2025.1,9162000,Landeshauptstadt,10.5
124764,7312000,Kaiserslautern,2025.1,7312000,Großstadt,6.3
124766,7314000,Ludwigshafen am Rhein,2025.1,7314000,Großstadt,6.0
124767,7315000,Mainz,2025.1,7315000,Landeshauptstadt,7.0
125258,9362000,Regensburg,2025.1,9362000,Großstadt,8.2
125498,9562000,Erlangen,2025.1,9562000,Großstadt,7.0
125499,9563000,Fürth,2025.1,9563000,Großstadt,5.8
125500,9564000,Nürnberg,2025.1,9564000,Großstadt,6.5
125815,9761000,Augsburg,2025.1,9761000,Großstadt,5.8
125909,9663000,Würzburg,2025.1,9663000,Großstadt,7.2
126355,10041100,Saarbrücken,2025.1,10041100,Landeshauptstadt,6.0
126407,11000000,Berlin,2025.1,11000000,Landeshauptstadt,6.4
126411,12054000,Potsdam,2025.1,12054000,Landeshauptstadt,5.6
126821,13003000,Rostock,2025.1,13003000,Großstadt,4.2
126822,13004000,Schwerin,2025.1,13004000,Landeshauptstadt,4.3
127527,14612000,Dresden,2025.1,14612000,Landeshauptstadt,4.7
127745,14511000,Chemnitz,2025.1,14511000,Großstadt,4.2
127902,14713000,Leipzig,2025.1,14713000,Großstadt,5.1
127964,15002000,Halle (Saale),2025.1,15002000,Großstadt,3.5
127965,15003000,Magdeburg,2025.1,15003000,Landeshauptstadt,4.5
128381,16051000,Erfurt,2025.1,16051000,Landeshauptstadt,5.1
128383,16053000,Jena,2025.1,16053000,Großstadt,5.1
128783,1002000,Kiel,2026.01,1002000,Landeshauptstadt,6.1
128784,1003000,Lübeck,2026.01,1003000,Großstadt,6.0
129886,2000000,Hamburg,2026.01,2000000,Landeshauptstadt,8.8
129887,3101000,Braunschweig,2026.01,3101000,Großstadt,8.7
129888,3102000,Salzgitter,2026.01,3102000,Großstadt,4.3
129889,3103000,Wolfsburg,2026.01,3103000,Großstadt,20.5
130383,3403000,Oldenburg (Oldb),2026.01,3403000,Großstadt,8.4
130384,3404000,Osnabrück,2026.01,3404000,Großstadt,8.1
130426,3159016,Göttingen,2026.01,3159016,Großstadt,7.0
130450,3241001,Hannover,2026.01,3241001,Landeshauptstadt,7.7
130628,4011000,Bremen,2026.01,4011000,Landeshauptstadt,6.1
130629,4012000,Bremerhaven,2026.01,4012000,Großstadt,5.1
130630,5111000,Düsseldorf,2026.01,5111000,Landeshauptstadt,11.6
130631,5112000,Duisburg,2026.01,5112000,Großstadt,4.5
130632,5113000,Essen,2026.01,5113000,Großstadt,7.1
130633,5114000,Krefeld,2026.01,5114000,Großstadt,5.7
130634,5116000,Mönchengladbach,2026.01,5116000,Großstadt,5.8
130635,5117000,Mülheim an der Ruhr,2026.01,5117000,Großstadt,6.3
130636,5119000,Oberhausen,2026.01,5119000,Großstadt,5.0
130637,5120000,Remscheid,2026.01,5120000,Großstadt,6.0
130638,5122000,Solingen,2026.01,5122000,Großstadt,6.6
130639,5124000,Wuppertal,2026.01,5124000,Großstadt,6.0
130672,5162024,Neuss,2026.01,5162024,Großstadt,7.3
130688,5170024,Moers,2026.01,5170024,Großstadt,5.6
130696,5314000,Bonn,2026.01,5314000,Großstadt,10.3
130697,5315000,Köln,2026.01,5315000,Großstadt,8.9
130698,5316000,Leverkusen,2026.01,5316000,Großstadt,7.1
130699,5334002,Aachen,2026.01,5334002,Großstadt,8.5
130768,5378004,Bergisch Gladbach,2026.01,5378004,Großstadt,6.6
130795,5512000,Bottrop,2026.01,5512000,Großstadt,5.0
130796,5513000,Gelsenkirchen,2026.01,5513000,Großstadt,4.6
130797,5515000,Münster,2026.01,5515000,Großstadt,8.5
131026,6411000,Darmstadt,2026.01,6411000,Großstadt,8.8
131027,6412000,Frankfurt am Main,2026.01,6412000,Großstadt,11.1
131028,6413000,Offenbach am Main,2026.01,6413000,Großstadt,6.9
131029,6414000,Wiesbaden,2026.01,6414000,Landeshauptstadt,12.9
131234,5562032,Recklinghausen,2026.01,5562032,Großstadt,4.5
131273,5711000,Bielefeld,2026.01,5711000,Großstadt,7.9
131275,5754008,Gütersloh,2026.01,5754008,Großstadt,7.1
131340,5774032,Paderborn,2026.01,5774032,Großstadt,7.9
131343,5911000,Bochum,2026.01,5911000,Großstadt,6.3
131344,5913000,Dortmund,2026.01,5913000,Großstadt,6.8
131345,5914000,Hagen,2026.01,5914000,Großstadt,4.8
131346,5915000,Hamm,2026.01,5915000,Großstadt,5.1
131347,5916000,Herne,2026.01,5916000,Großstadt,4.0
131400,5970040,Siegen,2026.01,5970040,Großstadt,6.5
131447,7111000,Koblenz,2026.01,7111000,Großstadt,8.4
131711,6611000,Kassel,2026.01,6611000,Großstadt,7.3
132958,7211000,Trier,2026.01,7211000,Großstadt,6.5
133313,7312000,Kaiserslautern,2026.01,7312000,Großstadt,6.5
133315,7314000,Ludwigshafen am Rhein,2026.01,7314000,Großstadt,6.1
133316,7315000,Mainz,2026.01,7315000,Landeshauptstadt,7.4
133947,8111000,Stuttgart,2026.01,8111000,Landeshauptstadt,13.0
134291,8212000,Karlsruhe,2026.01,8212000,Großstadt,8.6
134347,8221000,Heidelberg,2026.01,8221000,Großstadt,7.8
134348,8222000,Mannheim,2026.01,8222000,Großstadt,7.6
134430,8231000,Pforzheim,2026.01,8231000,Großstadt,6.5
134500,8311000,Freiburg im Breisgau,2026.01,8311000,Großstadt,7.5
134848,9161000,Ingolstadt,2026.01,9161000,Großstadt,16.1
134849,9162000,München,2026.01,9162000,Landeshauptstadt,11.4
135007,8415061,Reutlingen,2026.01,8415061,Großstadt,7.0
135060,8421000,Ulm,2026.01,8421000,Großstadt,7.9
135726,8121000,Heilbronn,2026.01,8121000,Großstadt,6.1
136007,9362000,Regensburg,2026.01,9362000,Großstadt,8.7
136447,9562000,Erlangen,2026.01,9562000,Großstadt,7.2
136448,9563000,Fürth,2026.01,9563000,Großstadt,6.1
136449,9564000,Nürnberg,2026.01,9564000,Großstadt,6.8
136658,9663000,Würzburg,2026.01,9663000,Großstadt,7.5
137164,9761000,Augsburg,2026.01,9761000,Großstadt,6.1
137304,10041100,Saarbrücken,2026.01,10041100,Landeshauptstadt,6.2
137356,11000000,Berlin,2026.01,11000000,Landeshauptstadt,6.7
137360,12054000,Potsdam,2026.01,12054000,Landeshauptstadt,5.9
137770,13003000,Rostock,2026.01,13003000,Großstadt,4.4
137771,13004000,Schwerin,2026.01,13004000,Landeshauptstadt,4.5
138094,14511000,Chemnitz,2026.01,14511000,Großstadt,4.5
138476,14612000,Dresden,2026.01,14612000,Landeshauptstadt,4.9
138730,16051000,Erfurt,2026.01,16051000,Landeshauptstadt,5.4
138732,16053000,Jena,2026.01,16053000,Großstadt,5.3
139051,14713000,Leipzig,2026.01,14713000,Großstadt,5.3
139113,15002000,Halle (Saale),2026.01,15002000,Großstadt,3.7
139114,15003000,Magdeburg,2026.01,15003000,Landeshauptstadt,4.8
139532,1002000,Kiel,2026.04,1002000,Landeshauptstadt,6.5
139533,1003000,Lübeck,2026.04,1003000,Großstadt,6.4
140835,2000000,Hamburg,2026.04,2000000,Landeshauptstadt,9.3
140836,3101000,Braunschweig,2026.04,3101000,Großstadt,9.0
140837,3102000,Salzgitter,2026.04,3102000,Großstadt,4.7
140838,3103000,Wolfsburg,2026.04,3103000,Großstadt,20.3
140975,3159016,Göttingen,2026.04,3159016,Großstadt,7.4
140999,3241001,Hannover,2026.04,3241001,Landeshauptstadt,8.0
141332,3403000,Oldenburg (Oldb),2026.04,3403000,Großstadt,8.9
141333,3404000,Osnabrück,2026.04,3404000,Großstadt,8.5
141386,5120000,Remscheid,2026.04,5120000,Großstadt,6.2
141387,5122000,Solingen,2026.04,5122000,Großstadt,6.9
141388,5124000,Wuppertal,2026.04,5124000,Großstadt,6.3
141421,5162024,Neuss,2026.04,5162024,Großstadt,7.7
141437,5170024,Moers,2026.04,5170024,Großstadt,5.9
141445,5314000,Bonn,2026.04,5314000,Großstadt,11.0
141446,5315000,Köln,2026.04,5315000,Großstadt,9.1
141447,5316000,Leverkusen,2026.04,5316000,Großstadt,7.4
141448,5334002,Aachen,2026.04,5334002,Großstadt,8.9
141517,5378004,Bergisch Gladbach,2026.04,5378004,Großstadt,6.9
141544,5512000,Bottrop,2026.04,5512000,Großstadt,5.4
141545,5513000,Gelsenkirchen,2026.04,5513000,Großstadt,4.8
141546,5515000,Münster,2026.04,5515000,Großstadt,8.9
141583,5562032,Recklinghausen,2026.04,5562032,Großstadt,4.8
141777,4011000,Bremen,2026.04,4011000,Landeshauptstadt,6.5
141778,4012000,Bremerhaven,2026.04,4012000,Großstadt,5.5
141779,5111000,Düsseldorf,2026.04,5111000,Landeshauptstadt,12.1
141780,5112000,Duisburg,2026.04,5112000,Großstadt,4.8
141781,5113000,Essen,2026.04,5113000,Großstadt,7.5
141782,5114000,Krefeld,2026.04,5114000,Großstadt,6.0
141783,5116000,Mönchengladbach,2026.04,5116000,Großstadt,6.1
141784,5117000,Mülheim an der Ruhr,2026.04,5117000,Großstadt,6.6
141785,5119000,Oberhausen,2026.04,5119000,Großstadt,5.2
141822,5711000,Bielefeld,2026.04,5711000,Großstadt,8.3
141824,5754008,Gütersloh,2026.04,5754008,Großstadt,7.5
141889,5774032,Paderborn,2026.04,5774032,Großstadt,8.3
141892,5911000,Bochum,2026.04,5911000,Großstadt,6.9
141893,5913000,Dortmund,2026.04,5913000,Großstadt,7.1
141894,5914000,Hagen,2026.04,5914000,Großstadt,5.1
141895,5915000,Hamm,2026.04,5915000,Großstadt,5.5
141896,5916000,Herne,2026.04,5916000,Großstadt,4.3
141949,5970040,Siegen,2026.04,5970040,Großstadt,6.9
141975,6411000,Darmstadt,2026.04,6411000,Großstadt,9.3
141976,6412000,Frankfurt am Main,2026.04,6412000,Großstadt,11.7
141977,6413000,Offenbach am Main,2026.04,6413000,Großstadt,7.2
141978,6414000,Wiesbaden,2026.04,6414000,Landeshauptstadt,13.2
142196,7111000,Koblenz,2026.04,7111000,Großstadt,8.9
142460,6611000,Kassel,2026.04,6611000,Großstadt,7.7
143507,7211000,Trier,2026.04,7211000,Großstadt,6.8
144062,7312000,Kaiserslautern,2026.04,7312000,Großstadt,6.7
144064,7314000,Ludwigshafen am Rhein,2026.04,7314000,Großstadt,6.4
144065,7315000,Mainz,2026.04,7315000,Landeshauptstadt,7.9
144675,8121000,Heilbronn,2026.04,8121000,Großstadt,6.4
145049,8311000,Freiburg im Breisgau,2026.04,8311000,Großstadt,7.8
145240,8212000,Karlsruhe,2026.04,8212000,Großstadt,8.9
145296,8221000,Heidelberg,2026.04,8221000,Großstadt,8.2
145297,8222000,Mannheim,2026.04,8222000,Großstadt,8.1
145379,8231000,Pforzheim,2026.04,8231000,Großstadt,6.8
145409,8421000,Ulm,2026.04,8421000,Großstadt,8.4
145756,8415061,Reutlingen,2026.04,8415061,Großstadt,7.2
145797,9161000,Ingolstadt,2026.04,9161000,Großstadt,15.5
145798,9162000,München,2026.04,9162000,Landeshauptstadt,12.2
146696,8111000,Stuttgart,2026.04,8111000,Landeshauptstadt,13.7
146956,9362000,Regensburg,2026.04,9362000,Großstadt,9.2
147196,9562000,Erlangen,2026.04,9562000,Großstadt,7.7
147197,9563000,Fürth,2026.04,9563000,Großstadt,6.5
147198,9564000,Nürnberg,2026.04,9564000,Großstadt,7.2
147407,9663000,Würzburg,2026.04,9663000,Großstadt,7.9
147713,9761000,Augsburg,2026.04,9761000,Großstadt,6.4
148053,10041100,Saarbrücken,2026.04,10041100,Landeshauptstadt,6.6
148105,11000000,Berlin,2026.04,11000000,Landeshauptstadt,7.0
148109,12054000,Potsdam,2026.04,12054000,Landeshauptstadt,6.2
148319,13003000,Rostock,2026.04,13003000,Großstadt,4.7
148320,13004000,Schwerin,2026.04,13004000,Landeshauptstadt,4.8
149225,14612000,Dresden,2026.04,14612000,Landeshauptstadt,5.2
149400,14713000,Leipzig,2026.04,14713000,Großstadt,5.6
149462,15002000,Halle (Saale),2026.04,15002000,Großstadt,4.0
149463,15003000,Magdeburg,2026.04,15003000,Landeshauptstadt,5.1
149643,14511000,Chemnitz,2026.04,14511000,Großstadt,4.7
150373,16051000,Erfurt,2026.04,16051000,Landeshauptstadt,5.7
150375,16053000,Jena,2026.04,16053000,Großstadt,5.7
